"key","AIContextualSummary","AffiliateLink","AnnualFee","CardTier","FullName","Issuer","Perks","RewardsRate","SpecialOffers","UpdatedAt"
"","カード名: みずほマイレージクラブカードゴールド
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 空港ラウンジが利用可能、海外・国内旅行の万が一をサポートする、最高5,000万円の旅行傷害保険が付帯、ポイントの有効期限がない「永久不滅ポイント」が貯まる","","11,000円","Gold","みずほマイレージクラブカードゴールド","","みずほマイレージクラブカードに保険機能が備わったゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:11.175714"
"","カード名: Visaゴールドカード（りそなカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 最高5,000万円まで補償可能な海外・国内旅行傷害保険が付帯、ゴールド会員ならではのサービスが豊富、ワールドプレゼントポイントが貯まる","","11,000円","Gold","Visaゴールドカード（りそなカード）","","空港ラウンジサービス、Visaタッチ機能搭載のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:11.176265"
"","カード名: CLUB EST JALカードSuica CLUB-Aゴールドカード
                    年会費: 20,900円
                    ポイント還元率: 0.5%～3.0%
                    特徴: ショッピングマイルが2倍貯まるショッピングマイル・プレミアムに自動入会、JAL CLUB EST会員限定のボーナスマイルがもらえる、JR東日本での利用でJRE POINTも貯まる","","20,900円","Gold","CLUB EST JALカードSuica CLUB-Aゴールドカード","","JALマイルとJRE POINTが貯まる20代限定のゴールドカードです。","0.5%～3.0%","","2025-05-02T08:01:11.176917"
"","カード名: JP BANKカード ゴールド（JCB）
                    年会費: 11,000円
                    ポイント還元率: 1.0%
                    特徴: カラオケなどの全国の提携施設で割引優待が受けられる、最高1億円の国内外旅行傷害保険が付帯、国内主要都市の空港ラウンジが利用できる","","11,000円","Gold","JP BANKカード ゴールド（JCB）","","OkiDokiポイントがいつでもどこでも2倍貯まるゴールドカードです。","1.0%","","2025-05-02T08:01:11.177603"
"","カード名: しんきんカードゴールドVisa
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: カードの利用でワールドプレゼントポイントが貯まる、家族特約付きの海外旅行傷害保険、空港ラウンジサービスなどのゴールド会員向けサービス","","11,000円","Gold","しんきんカードゴールドVisa","","最高5,000万円の海外旅行傷害保険が付帯された、しんきんのゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:11.178275"
"","カード名: ミライノ カード GOLD
                    年会費: 3,300円
                    ポイント還元率: 1.0%
                    特徴:","","3,300円","Gold","ミライノ カード GOLD","","2023年11月30日に新規のお申し込み受付を終了したカードです。","1.0%","","2025-05-02T08:01:11.178937"
"","カード名: OMC GOLDカード
                    年会費: 6,600円
                    ポイント還元率: 0.5%～1.5%
                    特徴:","","6,600円","Gold","OMC GOLDカード","","2024年1月25日に新規のお申し込み受付を終了したカードです。","0.5%～1.5%","","2025-05-02T08:01:11.179474"
"","カード名: ruumカードゴールド
                    年会費: 無料
                    ポイント還元率: 0.5%～1.5%
                    特徴: ゴールドカードのサービスが利用可能、家賃の支払いや「ruum」での買い物でエポスポイントが3倍貯まる、最高5,000万円の海外旅行傷害保険が付帯","","無料","Gold","ruumカードゴールド","","家賃の支払いでポイントが3倍貯まる、招待制のゴールドカードです。","0.5%～1.5%","","2025-05-02T08:01:11.180003"
"","カード名: 公立共済メンバーズカード
                    年会費: 無料
                    ポイント還元率: 0.5%
                    特徴: 最高5,000万円の海外旅行傷害保険が自動付帯、暮らスマイルのスマイルが貯まる、あらゆるシーンでカード払いが可能","","無料","Gold","公立共済メンバーズカード","","年会費永年無料の公立学校共済組合の組合員向けカードです。","0.5%","","2025-05-02T08:01:11.180610"
"","カード名: JP BANKカード ゴールド（VISA/Mastercard）
                    年会費: 11,000円
                    ポイント還元率: 1.0%
                    特徴: ゴールカードの補償サービスが充実、全国各地の施設や店舗で優待割引を受けられる、ボーナスポイントや最大20倍のポイントを獲得できる","","11,000円","Gold","JP BANKカード ゴールド（VISA/Mastercard）","","充実の補償サービスとポイントが通常の2倍貯まるゆうちょ銀行のゴールドカードです。","1.0%","","2025-05-02T08:01:11.181141"
"","カード名: 京王パスポートVISAゴールドカード
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 京王グループでカードを利用すると2つのポイントが貯まる、京王百貨店利用で優待サービスが受けられる、京王プラザホテルで5％オフで利用できる","","11,000円（初年度無料）","Gold","京王パスポートVISAゴールドカード","","ゴールド特典が付帯、京王グループで2種類のポイントが貯まるカードです。","0.5%～1.0%","","2025-05-02T08:01:11.181694"
"","カード名: JAF・UCゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 24時間365日のロードサービスが利用可能、海外・国内旅行の傷害保険が付帯、無料で利用できる空港ラウンジサービス","","11,000円","Gold","JAF・UCゴールドカード","","JAF会員証の機能も兼ねたゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:11.182297"
"","カード名: 三井住友トラストVISAゴールドカード
                    年会費: 11,000円（初年度2,750円）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 最高5,000万円補償の旅行付帯保険が利用付帯、ゴールドならではのサービスが利用可能、健康相談が無料でできるサービス「ドクターコール24」が付帯","","11,000円（初年度2,750円）","Gold","三井住友トラストVISAゴールドカード","","最高1,000万円の家族特約付き三井住友トラスト・カードのゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:14.129580"
"","カード名: ウルトラマンJCBゴールドカード
                    年会費: 1,986円（初年度無料）
                    ポイント還元率: 0.5%
                    特徴: 社会貢献活動の「ウルトラマン基金」に参加できる、旅行先のアクシデントに備える旅行傷害保険が付帯、「暮らスマイル」が貯まる","","1,986円（初年度無料）","Gold","ウルトラマンJCBゴールドカード","","子供たちを支援できる、ウルトラマンがデザインされたカードです。","0.5%","","2025-05-02T08:01:14.130473"
"","カード名: JCBゴールド（りそなカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～10.0%
                    特徴: 海外利用では2倍貯まるOki Dokiポイント、カードを持っていない家族も補償される旅行傷害保険、GOLD Basic Serviceの特典付き","","11,000円","Gold","JCBゴールド（りそなカード）","","旅行傷害保険やJCBの付帯サービスが利用できる、りそなのゴールドカードです。","0.5%～10.0%","","2025-05-02T08:01:14.131014"
"","カード名: 三菱UFJカード・ゴールドプレステージ・アメリカン・エキスプレス(R)・カード
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～5.5%
                    特徴: 使うほど貯まる、グローバルポイント、ポイントが加算されるグローバルPLUS、アメックス限定のポイント優遇","","11,000円（初年度無料）","Gold","三菱UFJカード・ゴールドプレステージ・アメリカン・エキスプレス(R)・カード","","三菱UFJ銀行で優遇される、アメックスのゴールドカードです。","0.5%～5.5%","","2025-05-02T08:01:14.131522"
"","カード名: NTTファイナンスBizカード ゴールド
                    年会費: 11,000円
                    ポイント還元率: 1.0%
                    特徴:","","11,000円","Gold","NTTファイナンスBizカード ゴールド","","2025年3月31日に新規のお申し込み受付を終了したカードです。","1.0%","","2025-05-02T08:01:14.132129"
"","カード名: 福岡銀行 アレコレnimoca ゴールド
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: 最高5,000万円まで補償してくれる海外・国内旅行傷害保険が自動付帯、nimoca機能が利用できる、nimocaポイントが貯まる","","11,000円","Gold","福岡銀行 アレコレnimoca ゴールド","","国内外旅行傷害保険が付帯し、nimocaポイントが貯まるゴールドカードです。","0.5%","","2025-05-02T08:01:14.132874"
"","カード名: JCBエクスプレスコーポレートカード
                    年会費: 33,000円
                    ポイント還元率: -
                    特徴: エクスプレス予約が利用できる、法人一括支払いで社内キャッシュレスの実現が可能、最高5,000万円の海外旅行保険が利用付帯","","33,000円","Gold","JCBエクスプレスコーポレートカード","","エクスプレス予約機能が付いたJCB法人カードです。","-","","2025-05-02T08:01:14.133472"
"","カード名: スルガ・セゾンゴールド・アメリカン・エキスプレス(R)・カード
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.75%
                    特徴: 永久不滅ポイントが貯まる、海外旅行傷害保険が最高5000万円付帯、初年度年会費無料","","11,000円（初年度無料）","Gold","スルガ・セゾンゴールド・アメリカン・エキスプレス(R)・カード","","初年度年会費無料、国内利用常時1.5倍のスルガ銀行提携ゴールドカードです。","0.75%","","2025-05-02T08:01:14.134066"
"","カード名: 三井住友カード プライムゴールド
                    年会費: 5,500円（初年度無料）
                    ポイント還元率: 0.5%～2.5%
                    特徴:","","5,500円（初年度無料）","Gold","三井住友カード プライムゴールド","","2022年5月31日に新規のお申し込み受付を終了したカードです。","0.5%～2.5%","","2025-05-02T08:01:14.134661"
"","カード名: 鈴鹿サーキットファンクラブカード（ゴールドプレステージ）
                    年会費: 11,000円
                    ポイント還元率: 2.0%～4.0%
                    特徴:","","11,000円","Gold","鈴鹿サーキットファンクラブカード（ゴールドプレステージ）","","2025年3月31日に新規のお申し込み受付を終了したカードです。","2.0%～4.0%","","2025-05-02T08:01:14.135362"
"","カード名: 三井住友信託 ダイナースクラブカード
                    年会費: 24,200円
                    ポイント還元率: 0.4%
                    特徴: 利用限度額に一律の制限がない、銀行取引でもポイントが貯まる、国内外の空港ラウンジが利用可能","","24,200円","Gold","三井住友信託 ダイナースクラブカード","","利用限度額に一律の制限がなく、資産運用にも役立てたい方向けのカードです。","0.4%","","2025-05-02T08:01:14.136065"
"","カード名: JCBビジネスカード
                    年会費: 33,000円
                    ポイント還元率: -
                    特徴: 経理業務の簡素化と間接業務の削減ができる、最高5,000万円の海外旅行傷害保険が利用付帯される、空港ラウンジサービスを利用できる","","33,000円","Gold","JCBビジネスカード","","社内キャッシュレスを実現できる大規模企業向け使用者支払型法人カードです。","-","","2025-05-02T08:01:14.136636"
"","カード名: STARFLYER PREMIUM CARD
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 1.0%～1.25%
                    特徴: 最高3,000万円の海外旅行傷害保険付き、交換先が豊富なSTARポイント、初年度年会費が無料","","2,200円（初年度無料）","Gold","STARFLYER PREMIUM CARD","","貯まったポイントをスターフライヤーのマイルへ交換できるカードです。","1.0%～1.25%","","2025-05-02T08:01:14.137176"
"","カード名: JAL アメリカン・エキスプレス(R)・カード CLUB-Aゴールドカード
                    年会費: 20,900円
                    ポイント還元率: 1.0%～2.0%
                    特徴: CLUB-Aゴールドカード限定サービス、中国を中心に、全世界の加盟店で利用できる銀聯カード発行、空港ラウンジサービスが利用できます","","20,900円","Gold","JAL アメリカン・エキスプレス(R)・カード CLUB-Aゴールドカード","","アドオンマイルの貯まるJAL CLUB-Aゴールドカードです。","1.0%～2.0%","","2025-05-02T08:01:14.137692"
"","カード名: ジャックスカードゴールド
                    年会費: 5,500円（初年度無料）
                    ポイント還元率: 0.5%
                    特徴: 使えば使うほどポイントが最大70％アップ、毎年12月はポイント3倍、ゴールド専用値引きプログラム「ラブリィ☆アップステージプラス」、最高3,000万円の旅行傷害保険やゴールド会員特典が付帯","","5,500円（初年度無料）","Gold","ジャックスカードゴールド","","前年の利用金額次第でポイントアップ率100％のジャックスゴールドカードです。","0.5%","","2025-05-02T08:01:14.138229"
"","カード名: J-WESTゴールドカード「ベーシック」Mastercard(R)/Visa
                    年会費: 11,000円
                    ポイント還元率: 1.0%～3.0%
                    特徴: WESTERポイントが2倍貯まる、ゴールドカードならではのサービスが充実、かんたん予約の「スマートEX」や「e5489」が使える","","11,000円","Gold","J-WESTゴールドカード「ベーシック」Mastercard(R)/Visa","","WESTERポイントが2倍貯まり、旅先などでの特典が充実したゴールドカードです。","1.0%～3.0%","","2025-05-02T08:01:14.138781"
"","カード名: MICARD GOLD（エムアイカード ゴールド）
                    年会費: 5,500円（初年度無料）
                    ポイント還元率: 1.0%～3.0%
                    特徴: 基本ポイント還元率は常時1%、さとふる利用、スターバックスカードチャージで100円につき3ポイント（3%還元）、海外でのショッピング利用は1%還元、国内および海外提携の空港ラウンジが利用可能、最高3,000万円補償の海外旅行傷害保険が利用付帯","","5,500円（初年度無料）","Gold","MICARD GOLD（エムアイカード ゴールド）","","国内外のVisa加盟店で利用するとエムアイポイントが2倍貯まるカードです。","1.0%～3.0%","","2025-05-02T08:01:14.139368"
"","カード名: ANAアメリカン・エキスプレス(R)・スーパーフライヤーズ・ゴールド・カード
                    年会費: 34,100円
                    ポイント還元率: 1.0%～2.0%
                    特徴: スーパーフライヤーズの特別サービス、最高1億円補償の海外旅行傷害保険付き、クレジットポイントとANAマイルが貯まる","","34,100円","Gold","ANAアメリカン・エキスプレス(R)・スーパーフライヤーズ・ゴールド・カード","","スーパーフライヤーズの特別サービスがついたアメックスのゴールドカードです。","1.0%～2.0%","","2025-05-02T08:01:14.139915"
"","カード名: ジェイアール東海タカシマヤカード《ゴールド》
                    年会費: 11,000円
                    ポイント還元率: 1.0%～10.0%
                    特徴: ゴールドカードの特典が充実、利用額に応じて最大10％のタカシマヤポイントが貯まる、国内外旅行傷害が付帯","","11,000円","Gold","ジェイアール東海タカシマヤカード《ゴールド》","","利用金額に応じて最大10％のポイントが貯まるタカシマヤのゴールドカードです。","1.0%～10.0%","","2025-05-02T08:01:14.140421"
"","カード名: UCカード ゴールド（クレディセゾン）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 万が一をサポートする付帯保険が充実、ゴールド会員特典が充実、有効期限なしの永久不滅ポイントが貯まる","","11,000円","Gold","UCカード ゴールド（クレディセゾン）","","家族年会費が無料、ゴールド会員特典が充実したクレディセゾン発行のUCカードです。","0.5%～1.0%","","2025-05-02T08:01:14.140937"
"","カード名: One Harmony VISA ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.62%
                    特徴: 日常のカード利用でもOne Harmonyポイントが貯まる、One Harmonyのロイヤルステータス特典が受けられる、最高5,000万円の海外・国内旅行傷害保険とお買物安心保険","","11,000円","Gold","One Harmony VISA ゴールドカード","","オークラニッコーホテルズでロイヤルステータス特典が受けられるカードです。","0.62%","","2025-05-02T08:01:18.365240"
"","カード名: デルタ スカイマイル TRUST CLUB ゴールドVISAカード
                    年会費: 19,800円
                    ポイント還元率: 1.3%
                    特徴: カードを利用するだけで100円につき1.3マイルが自動的にスカイマイル口座に加算、最高7,000万円の海外・国内旅行傷害保険＆バイヤープロテクション付帯、ゴールドカードならではのトラベルサービスが付帯","","19,800円","Gold","デルタ スカイマイル TRUST CLUB ゴールドVISAカード","","100円につき1.3マイル貯まる、最高7,000万円の旅行保険付帯のカードです。","1.3%","","2025-05-02T08:01:18.366175"
"","カード名: スターウッド プリファード ゲスト アメリカン・エキスプレス(R)・カード
                    年会費: 34,100円
                    ポイント還元率: 1.0%
                    特徴:","","34,100円","Gold","スターウッド プリファード ゲスト アメリカン・エキスプレス(R)・カード","","2022年2月23日に新規のお申込みを終了したカードです。","1.0%","","2025-05-02T08:01:18.367524"
"","カード名: ゆめゴールドカード
                    年会費: 5,500円
                    ポイント還元率: 0.5%～1.5%
                    特徴: 選べるカードデザイン、年間のカード利用金額に応じてボーナスポイントがもらえる、電子マネー「ゆめか」が発行可能","","5,500円","Gold","ゆめゴールドカード","","ゴールド特典が付帯し、ゆめタウンで利用できるポイントが貯まりやすいカードです。","0.5%～1.5%","","2025-05-02T08:01:18.368193"
"","カード名: Miles & More MUFGカード
                    年会費: 5,500円
                    ポイント還元率: -
                    特徴: マイレージプログラムでマイルが貯まる、ショッピングでもマイルが貯まる、貯まったマイルを特典航空券と交換","","5,500円","Gold","Miles & More MUFGカード","","ルフトハンザ航空のマイルが貯まるゴールドカードです。","-","","2025-05-02T08:01:18.368736"
"","カード名: JALカード TOKYU POINT ClubQ CLUB-Aゴールドカード
                    年会費: 17,600円
                    ポイント還元率: 1.0%～2.0%
                    特徴: フライトだけじゃない。カード利用で貯められるJALマイル、日々のお買物でポイントが貯まる&貯まったポイントは幅広く使える、ゴールドカードならではの充実のサービス。空港ラウンジ＆国内外旅行保険","","17,600円","Gold","JALカード TOKYU POINT ClubQ CLUB-Aゴールドカード","","CLUB-Aゴールドカードの機能と東急グループのサービスが利用できるカードです。","1.0%～2.0%","","2025-05-02T08:01:18.369256"
"","カード名: 住友林業・エポス ゴールドカード
                    年会費: 無料
                    ポイント還元率: 0.5%～1.5%
                    特徴: 「クラブフォレスト」オンラインショップで優待が受けられる、空港ラウンジや海外旅行傷害保険などゴールド会員ならではの特典付き、家族も年会費無料でゴールドカードが作れる","","無料","Gold","住友林業・エポス ゴールドカード","","住友林業の家オーナー向け、年会費無料のゴールドカードです。","0.5%～1.5%","","2025-05-02T08:01:18.369828"
"","カード名: 名古屋大学カード
                    年会費: 無料
                    ポイント還元率: 0.5%
                    特徴: 在学生や名古屋大学を支援できる、同窓会員が経営する企業などの特典、充実のサービスで年会費が永年無料","","無料","Gold","名古屋大学カード","","名古屋大学生を支援できる年会費永年無料のゴールドカードです。","0.5%","","2025-05-02T08:01:18.370387"
"","カード名: JCBエクスプレスビジネスカード
                    年会費: 33,000円
                    ポイント還元率: -
                    特徴: 「エクスプレス予約」が利用できる、海外旅行は最高5,000万円までの旅行傷害保険、空港ラウンジサービスが利用できる","","33,000円","Gold","JCBエクスプレスビジネスカード","","JR東海「エクスプレス予約」の機能がついたビジネスカードです。","-","","2025-05-02T08:01:18.370911"
"","カード名: TRUST CLUB ゴールドカード
                    年会費: 13,200円
                    ポイント還元率: 0.75%～1.0%
                    特徴: 月間利用金額100円につき3ポイントが貯まる、最高7,000万円の海外・国内旅行傷害保険利用付帯、国内主要空港ラウンジが無料＆ゴールドカードならではの旅行サポート","","13,200円","Gold","TRUST CLUB ゴールドカード","","リボ払いでポイントが貯まり、プライオリティパスが利用可能なカードです。","0.75%～1.0%","","2025-05-02T08:01:18.371598"
"","カード名: 東京VISA ゴールドカード
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 外貨キャッシュを優遇レートで購入可能、最高5,000万円補償の海外・国内旅行傷害保険が付帯、ワールドプレゼントポイントが貯まる","","11,000円（初年度無料）","Gold","東京VISA ゴールドカード","","主要外貨13通貨を優遇レートでキャッシュ購入できるゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:18.372158"
"","カード名: 私学メンバーズカード（JCB）
                    年会費: 3,300円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 全国の直営宿泊施設の利用証として利用できる、外旅行傷害保険や空港ラウンジサービスが付帯、OkiDokiポイントが貯まる","","3,300円（初年度無料）","Gold","私学メンバーズカード（JCB）","","私学オリジナルサービスが付帯し直営宿泊施設にて利用証として利用できるカードです。","0.5%～1.0%","","2025-05-02T08:01:18.372710"
"","カード名: MileagePlus MUFGカード・ゴールドプレステージ・アメリカン・エキスプレス(R)・カード
                    年会費: 16,500円
                    ポイント還元率: 1.0%～1.5%
                    特徴: ユナイテッド航空のマイルが貯まる、最高5,000万円の旅行傷害保険付帯、トラベル時に活用できるMUFGカードの各種サービスが付帯","","16,500円","Gold","MileagePlus MUFGカード・ゴールドプレステージ・アメリカン・エキスプレス(R)・カード","","MUFGのサービスが付帯し、マイレージプラスが貯まるゴールドカードです。","1.0%～1.5%","","2025-05-02T08:01:18.373337"
"","カード名: Orico Card THE GOLD PRIME
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 1.0%～2.5%
                    特徴: 「iD」と「QUICPay」の2種類の電子マネーとMastercardコンタクトレス搭載、ポイント還元率は常に1.0%以上、最高5,000万円の国内外の旅行傷害保険が自動付帯","","11,000円（初年度無料）","Gold","Orico Card THE GOLD PRIME","","iD、QUICPay、Mastercardコンタクトレス搭載のオリコゴールドカードです。","1.0%～2.5%","","2025-05-02T08:01:18.373902"
"","カード名: 三菱UFJカード・ゴールド・アメリカン・エキスプレス(R)・カード
                    年会費: 2,095円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴:","","2,095円（初年度無料）","Gold","三菱UFJカード・ゴールド・アメリカン・エキスプレス(R)・カード","","2022年3月31日に新規のお申し込み受付を終了したカードです。","0.5%～1.0%","","2025-05-02T08:01:18.374381"
"","カード名: J-WESTゴールドカード「エクスプレス」Mastercard(R)/Visa
                    年会費: 12,100円
                    ポイント還元率: 1.0%～3.0%
                    特徴: WESTERポイントが1,000円につき10ポイント貯まる、いつでも優待価格で予約できる「EX予約」や「e5489」が使える、最高5,000万円補償の海外・国内旅行傷害保険","","12,100円","Gold","J-WESTゴールドカード「エクスプレス」Mastercard(R)/Visa","","EX予約ができ、ゴールドカードのサービスが付帯されたカードです。","1.0%～3.0%","","2025-05-02T08:01:18.374913"
"","カード名: JAL CLUB EST CLUB-Aゴールドカード
                    年会費: 17,600円
                    ポイント還元率: 1.0%～2.0%
                    特徴: JAL CLUB EST限定ボーナスマイルがもらえます、マイルの有効期限が5年に延長されます、「サクララウンジ」が年5回まで利用できます","","17,600円","Gold","JAL CLUB EST CLUB-Aゴールドカード","","20代限定でCLUB-Aゴールドカード＋αのサービスが受けられるカードです。","1.0%～2.0%","","2025-05-02T08:01:18.375455"
"","カード名: 京急プレミア ポイント ゴールド HANEDA AIRPORT PLUS
                    年会費: 2,095円（初年度無料）
                    ポイント還元率: 0.4%～1.81%
                    特徴: 京急プレミアポイント加盟店で最大6％のポイントが貯まる、羽田空港でのサービスを優待価格で利用できる、旅行傷害保険やショピング保険が充実","","2,095円（初年度無料）","Gold","京急プレミア ポイント ゴールド HANEDA AIRPORT PLUS","","京急プレミアポイントが貯まるゴールドカードです。","0.4%～1.81%","","2025-05-02T08:01:18.376008"
"","カード名: Biz NISSAN CARD ゴールド法人カード
                    年会費: 11,000円
                    ポイント還元率: 0.45%～0.49%
                    特徴: 全国の日産販売会社などでの割引サービス、最高1億円の旅行傷害保険が付帯、ロードサービスオプション","","11,000円","Gold","Biz NISSAN CARD ゴールド法人カード","","ゴールド特典に加え、日産販売会社で様々な優待を受けられる法人カードです。","0.45%～0.49%","","2025-05-02T08:01:18.376514"
"","カード名: 三菱UFJカード・ゴールド・ビジネス・アメリカン・エキスプレス(R)・カード
                    年会費: 2,095円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 経費削減で効率的なビジネスを、初年度ポイント1.5倍","","2,095円","Gold","三菱UFJカード・ゴールド・ビジネス・アメリカン・エキスプレス(R)・カード","","比較的年会費がお手頃な三菱UFJビジネスゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:18.377086"
"","カード名: EX Gold for Biz M
                    年会費: 3,300円（初年度無料）
                    ポイント還元率: 0.6%
                    特徴: 国際ブランド別のビジネス専用サービス利用可能、クラウド会計ソフト「freee」が利用可能、経費の利用が一目瞭然","","3,300円（初年度無料）","Gold","EX Gold for Biz M","","法人代表者用で様々なビジネスシーンに対応するポイント還元率の高いカードです。","0.6%","","2025-05-02T08:01:22.687455"
"","カード名: ディズニー★JCBカード ゴールドカード
                    年会費: 14,300円
                    ポイント還元率: 1.0%
                    特徴: 3種類のディズニーキャラクターデザインから選べる、毎月の支払いでディズニーポイントが貯まる、ディズニーのメンバー特典・優待","","14,300円","Gold","ディズニー★JCBカード ゴールドカード","","ディズニーデザインで、最高1億円の保険が付帯されたゴールドカードです。","1.0%","","2025-05-02T08:01:22.688888"
"","カード名: 野村不動産グループカスタマークラブゴールドカード
                    年会費: 13,970円（初年度無料）
                    ポイント還元率: 1.0%～8.0%
                    特徴: ゴールドカードの特典と三越伊勢丹グループ百貨店のサービスが充実、管理費の支払いでもエムアイポイントが貯まる、最高3,000万円の海外旅行傷害保険が利用付帯","","13,970円（初年度無料）","Gold","野村不動産グループカスタマークラブゴールドカード","","野村不動産グループのサービス利用でもポイントが貯まる会員限定ゴールドカードです。","1.0%～8.0%","","2025-05-02T08:01:22.689842"
"","カード名: SoftBankカード プレミアム
                    年会費: 11,000円
                    ポイント還元率: 2.0%
                    特徴:","","11,000円","Gold","SoftBankカード プレミアム","","2015年2月28日に新規のお申し込み受付を終了したカードです。","2.0%","","2025-05-02T08:01:22.690781"
"","カード名: エクスプレスコーポレートカード ゴールド（東京クレジットサービス）
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.48%
                    特徴: JR東海「エクスプレス予約」の機能が付帯、出張・旅行の際のトラブルに備える旅行傷害保険、カードごとに利用枠の設定や明細照会が可能","","11,000円","Gold","エクスプレスコーポレートカード ゴールド（東京クレジットサービス）","","JR東海エクスプレス予約機能や旅行傷害保険などが付帯した法人カードです。","0.4%～0.48%","","2025-05-02T08:01:22.691583"
"","カード名: ロードサービスVISAゴールドカード
                    年会費: 12,100円（初年度3,300円）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 24時間、年中無休で受けられる無料のロードサービスが自動付帯です、最高5,000万円補償の旅行付帯保険が付いています、最高1,000万円補償の家族特約が自動付帯です","","12,100円（初年度3,300円）","Gold","ロードサービスVISAゴールドカード","","ロードサービスとゴールドカードのサービスが利用できる三井住友トラスト・カードのカードです。","0.5%～1.0%","","2025-05-02T08:01:22.692407"
"","カード名: ろうきんUCゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: UCギフトカードがもらえる、空港ラウンジを無料で利用できる、最高5,000万円の海外・国内旅行傷害保険が自動付帯","","11,000円","Gold","ろうきんUCゴールドカード","","旅行傷害保険付き、UCギフトカードがもらえるろうきんのゴールドカードです。","0.5%","","2025-05-02T08:01:22.693216"
"","カード名: e-kenet JCBカード ゴールド
                    年会費: 15,000円
                    ポイント還元率: 0.5%～1.5%
                    特徴: 最高1億円の旅行傷害保険が付帯、京阪グループでの選べる限定特典、JCBゴールドサービスが利用可能","","15,000円","Gold","e-kenet JCBカード ゴールド","","JCBのゴールドサービスや京阪グループでの選べる限定特典が付帯したカードです。","0.5%～1.5%","","2025-05-02T08:01:22.693916"
"","カード名: ヤマダLABIゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～10.0%
                    特徴: カード利用で＋1％のポイント優遇サービス、大型設置商品の長期保証が無料付帯、最高5,000万円の海外・国内旅行傷害保険が付帯","","11,000円","Gold","ヤマダLABIゴールドカード","","ヤマダポイントと永久不滅がダブルで貯まるゴールドカードです。","0.5%～10.0%","","2025-05-02T08:01:22.694628"
"","カード名: ゴールドカードセゾン
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: ポイントの有効期限がない「永久不滅ポイント」、日常生活に密着したゴールドカード、国内ホテル宿泊料金、プリンスホテル･ゴルフ場での優待サービス充実","","11,000円（初年度無料）","Gold","ゴールドカードセゾン","","対象店舗でいつでもポイント2倍。セゾンのゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:22.695368"
"","カード名: MileagePlus ダイナースクラブファースト
                    年会費: 47,300円
                    ポイント還元率: 1.5%
                    特徴: 国内外のフライトやショッピングでマイルが貯まる、旅行時に活用できるサービスが充実、ダイナースならではの優待グルメサービスで食事を楽しめる","","47,300円","Gold","MileagePlus ダイナースクラブファースト","","国内外のカード利用100円ごとに1.5マイル貯まるカードです。","1.5%","","2025-05-02T08:01:22.696084"
"","カード名: ソニーカードゴールド
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～5.0%
                    特徴: ソニーストアで3％オフ、有料セミナー3％オフ、Vポイントが貯まります","","11,000円（初年度無料）","Gold","ソニーカードゴールド","","ソニーカードと三井住友カードのゴールド機能が利用できるカードです。","0.5%～5.0%","","2025-05-02T08:01:22.696790"
"","カード名: キャセイパシフィック MUFGカード ゴールド Mastercard(R)
                    年会費: 5,500円
                    ポイント還元率: -
                    特徴: フライト以外でもアジア・マイルが貯まる、キャセイパシフィックの様々な特典が利用できる、安心の保険と空港ラウンジサービス","","5,500円","Gold","キャセイパシフィック MUFGカード ゴールド Mastercard(R)","","普段の生活シーンでも「アジア・マイル」が貯まるカードです。","-","","2025-05-02T08:01:22.697477"
