"key","AIContextualSummary","AffiliateLink","AnnualFee","CardTier","FullName","Issuer","Perks","RewardsRate","SpecialOffers","UpdatedAt"
"","
                    カード名: 三井住友カード デビュープラス
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%～3.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","三井住友カード デビュープラス","<ENTER_ISSUER>","2022年5月31日に新規のお申し込み受付を終了したカードです。","1.00%～3.00%","","1.739068470945E12"
"","
                    カード名: みずほマイレージクラブカードセゾンSuica
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 永久不滅ポイントが貯まる、Suikaのオートチャージ機能が使える、みずほマイレージクラブの特典
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","みずほマイレージクラブカードセゾンSuica","<ENTER_ISSUER>","みずほ銀行のキャッシュカードとSuicaの3つの機能が一体となったカードです。","0.50%～1.00%","","1.739068470946E12"
"","
                    カード名: MEITETSU μ's Card（名鉄ミューズカード）
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%～5.00%
                    特徴: 名鉄ミューズポイントは1ポイント1円で利用可能、名鉄電車の定期券が購入できる、最高2,000万円の海外旅行損害保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","MEITETSU μ's Card（名鉄ミューズカード）","<ENTER_ISSUER>","名鉄グループの利用で名鉄ミューズポイントがさらに貯まるカードです。","1.00%～5.00%","","1.739068470946E12"
"","
                    カード名: bitFlyer Credit Card（ビットフライヤー クレジットカード）
                    年会費: 無料
                    ポイント還元率: 0.50%
                    特徴: 「ビットコイン」が貯まる、ナンバーレスでシンプルな券面、安心のカード盗難紛失補償が付帯
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","bitFlyer Credit Card（ビットフライヤー クレジットカード）","<ENTER_ISSUER>","年会費永年無料、「ビットコイン」が貯まるカードです。","0.50%","","1.739068470947E12"
"","
                    カード名: ディズニー★JCBカード 一般カード
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: 全8種類から選べるディズニーキャラクターデザイン、「ディズニー・カードクラブ」には会員限定の特典が満載、カード利用で貯まるディズニーポイント。ポイントの使い道もディズニー好き向けの充実ぶり
                    ","<ENTER_AFFILIATE_LINK>","2,200円（初年度無料）","Standard","ディズニー★JCBカード 一般カード","<ENTER_ISSUER>","好きなディズニーキャラクターから券面デザインが選べるJCBカードです。","0.50%","","1.739068470947E12"
"","
                    カード名: apollostation starlexカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: -
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","apollostation starlexカード","<ENTER_ISSUER>","2023年12月31日に新規のお申し込み受付を終了したカードです。","-","","1.739068470948E12"
"","
                    カード名: ジェットスターカード
                    年会費: 980円
                    ポイント還元率: 0.99%
                    特徴: Club Jetstar特典が1年間無料、貯まったポイントをフライトバウチャーに交換、ジェットスター機内販売が10%オフ
                    ","<ENTER_AFFILIATE_LINK>","980円","Standard","ジェットスターカード","<ENTER_ISSUER>","ジェットスターで様々な特典を受けられるカードです。","0.99%","","1.739068470948E12"
"","
                    カード名: Amazon MasterCardクラシック
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%～1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","Amazon MasterCardクラシック","<ENTER_ISSUER>","2021年10月31日に新規のお申込みを終了したカードです。","1.00%～1.50%","","1.739068470949E12"
"","
                    カード名: ファミリーバンクカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: １人の申込みで別々の名義のカードが発行できる、カード利用で暮らスマイルが貯まる、カードの利用で最高2,000万円の海外旅行保険付帯
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","ファミリーバンクカード","<ENTER_ISSUER>","1人の申込みで2名分の発行が可能、口座やポイントが一括管理できるカードです。","0.50%","","1.73906847095E12"
"","
                    カード名: ANA VISA ワイドカード
                    年会費: 7,975円
                    ポイント還元率: 0.50%～2.00%
                    特徴: 入会・継続・搭乗時にボーナスマイルがたまる、提携店での利用なら、さらにマイルがたまります、優待サービス・割引が充実
                    ","<ENTER_AFFILIATE_LINK>","7,975円","Standard","ANA VISA ワイドカード","<ENTER_ISSUER>","ANAマイルを貯めたい方向けのVISAゴールドカードです。","0.50%～2.00%","","1.73906847095E12"
"","
                    カード名: ペルソナSTACIA PiTaPaカード
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.50%～5.00%
                    特徴: 阪急百貨店・阪神百貨店で最大10％のSポイントが貯まる、PiTaPa付きでスマートに支払いができる、阪急百貨店・阪神百貨店での優待特典
                    ","<ENTER_AFFILIATE_LINK>","2,200円（初年度無料）","Standard","ペルソナSTACIA PiTaPaカード","<ENTER_ISSUER>","阪急百貨店・阪神百貨店でポイントが貯まる、PiTaPa機能付きカードです。","0.50%～5.00%","","1.739068470951E12"
"","
                    カード名: イオンカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","イオンカード","<ENTER_ISSUER>","イオンカードは新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068470951E12"
"","
                    カード名: ビックカメラJ-WESTカード「ベーシック」
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.50%～1.50%
                    特徴: 新幹線・特急きっぷをスムーズに予約できる、ビックポイントとWESTERポイントのポイントが両方貯まる、旅行傷害保険とショッピング保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","ビックカメラJ-WESTカード「ベーシック」","<ENTER_ISSUER>","ビックカメラでビックポイントとWESTERポイントの2種類が貯まるカードです。","0.50%～1.50%","","1.739068470952E12"
"","
                    カード名: 三菱UFJカード スマート
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.40%～1.60%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","三菱UFJカード スマート","<ENTER_ISSUER>","2022年3月31日に新規のお申し込み受付を終了したカードです。","0.40%～1.60%","","1.739068470952E12"
"","
                    カード名: MrMaxカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: カードの利用でわくわくポイントが貯まる、ショッピング保険とカード紛失・盗難保険が付帯、年会費無料
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","MrMaxカード","<ENTER_ISSUER>","貯まったポイントはMrMaxお買物券に交換可能です。","0.50%～1.00%","","1.739068473543E12"
"","
                    カード名: 京王パスポートPASMOカード VISA
                    年会費: 262円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: PASMOオートチャージ機能付き、定期券としても使えポイントも貯まる、最高2,000万円の海外旅行傷害保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","262円（初年度無料）","Standard","京王パスポートPASMOカード VISA","<ENTER_ISSUER>","クレジット・PASMO・定期券の機能が一枚になったカードです。","0.50%～1.00%","","1.739068473544E12"
"","
                    カード名: コストコグローバルビジネスカード
                    年会費: 9,900円
                    ポイント還元率: 1.25%
                    特徴: カード利用でキャッシュバックリワードが貯まる、Mastercard(R)コンタクトレス決済機能搭載、Mastercard(R)のビジネス・アシスト
                    ","<ENTER_AFFILIATE_LINK>","9,900円","Standard","コストコグローバルビジネスカード","<ENTER_ISSUER>","コストコで利用できるポイントが1.25%還元されるビジネスカードです。","1.25%","","1.739068473544E12"
"","
                    カード名: イオンルネサンスカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: ルネサンス再入会の際に入会金などの手数料が割引きされる、電子マネーWAONの利用でWAONポイントが貯まる、WAON POINTが貯まる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","イオンルネサンスカード","<ENTER_ISSUER>","スポーツクラブ「ルネサンス」とイオンカードのサービスが受けられるカードです。","0.50%～1.00%","","1.739068473545E12"
"","
                    カード名: ICクレジットカード「三菱ＵＦＪ-VISA」
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ICクレジットカード「三菱ＵＦＪ-VISA」","<ENTER_ISSUER>","2021年7月1日に新規のお申込みを終了したカードです。","0.50%～1.00%","","1.739068473546E12"
"","
                    カード名: NTTファイナンスBizカード レギュラー
                    年会費: 無料
                    ポイント還元率: 1.00%～2.00%
                    特徴: 法人カードの中でも高い還元率(1%還元）、本会員に加え、追加カード9枚まで年会費無料、便利なWEB明細編集サービスつき、海外旅行傷害保険が無料付帯
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","NTTファイナンスBizカード レギュラー","<ENTER_ISSUER>","ポイント還元率が1％、年会費無料のビジネスカードです。","1.00%～2.00%","","1.739068473547E12"
"","
                    カード名: OSAKA STATION CITY J-WESTカード「ベーシック」
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.50%～3.00%
                    特徴: ネットから新幹線・特急きっぷの予約ができる、貯まったポイントでSMART ICOCAにチャージできる、海外・国内旅行傷害保険とショッピング保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","OSAKA STATION CITY J-WESTカード「ベーシック」","<ENTER_ISSUER>","大阪ステーションシティでWESTERポイントが最大3％貯まるカードです。","0.50%～3.00%","","1.739068473547E12"
"","
                    カード名: ANA JCBカード ZERO
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ANA JCBカード ZERO","<ENTER_ISSUER>","2025年1月16日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068473548E12"
"","
                    カード名: ちいかわエポスカード
                    年会費: 無料
                    ポイント還元率: 0.50%
                    特徴: 「おかいもの検定1級」などのオリジナルデザインを選べる、入会3か月以内に1万円以上利用で、非売品のマスコットをもらえる、飲食店でのボーナスポイントや割引、美容院などでの優待などを受けられる、年4回マルイやモディなどで実施される「マルコとマルオの7日間」で、10％OFFで利用可能
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ちいかわエポスカード","<ENTER_ISSUER>","ちいかわとコラボレーションをしたエポスカードです。","0.50%","","1.739068473549E12"
"","
                    カード名: みずほマイレージクラブカードセゾン アメリカン・エキスプレス(R)・カード・ベーシック
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: みずほマイレージクラブの特典が利用できる、アメリカン・エキスプレス(R)・カードの会員特典が利用できる、最大1,000万円の海外旅行傷害保険つき
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","みずほマイレージクラブカードセゾン アメリカン・エキスプレス(R)・カード・ベーシック","<ENTER_ISSUER>","海外旅行傷害保険がついたみずほ銀行のICキャッシュカードです。","0.50%～1.00%","","1.739068473549E12"
"","
                    カード名: n,カードJCB
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 幅広いシーンでVポイントが貯まる、ニッセン利用でニッセンポイントが貯まる、アプリで請求額や獲得ポイント数を確認できる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","n,カードJCB","<ENTER_ISSUER>","Vポイントとニッセンポイントが貯まるnissenグループのカードです。","0.50%～1.00%","","1.73906847355E12"
"","
                    カード名: MOBAGE CARD
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 2.00%～3.00%
                    特徴: 入会特典。新規カード発行で2,000モバコインプレゼント、特定ゲーム特典あり。ゲームアイテムなどプレゼント、初年度年会費無料。条件達成で次年度以降も無料で利用できます
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","MOBAGE CARD","<ENTER_ISSUER>","新規入会で2,000モバコインがもらえるカードです。","2.00%～3.00%","","1.73906847355E12"
"","
                    カード名: IKSPIARI Card
                    年会費: 無料
                    ポイント還元率: 1.00%～2.00%
                    特徴: 世界中の加盟店でイクスピアリポイントが貯まる、貯まったポイントはイクスピアリで利用可能、駐車料金毎回2時間無料
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","IKSPIARI Card","<ENTER_ISSUER>","イクスピアリ内の対象ショップにて、会員限定特典が受けられるカードです。","1.00%～2.00%","","1.739068473551E12"
"","
                    カード名: Tokyo Metro To Me CARD（クレディセゾン）
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: カード利用で貯まる2つのポイントサービス「メトロポイント」＆「永久不滅ポイント」、年会費無料で旅行に関する優待特典が利用可能、残高を気にせず移動できるPASMOオートチャージサービスが利用可能
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","Tokyo Metro To Me CARD（クレディセゾン）","<ENTER_ISSUER>","東京メトロを利用するとポイントが貯まるUCのスタンダードカードです。","0.50%～1.00%","","1.739068473552E12"
"","
                    カード名: JMBローソンPontaカードVisa
                    年会費: 無料
                    ポイント還元率: 0.50%～2.00%
                    特徴: ローソン以外にもPonta提携店舗でポイントが「貯まる」「使える」、ポイント有効期限は変動があれば実質無期限、JMBマイルは2ポイント＝1マイル、2ポイント単位から交換可能
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","JMBローソンPontaカードVisa","<ENTER_ISSUER>","貯めたPontaポイントとJALマイルとで、相互交換できるカードです。","0.50%～2.00%","","1.739068473553E12"
"","
                    カード名: JAFセゾンカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: JAF・ETCカードの利用で永久不滅ポイント2倍、24時間365日のロードサービスが利用可能、AMEX（アメックス）のカードは海外・国内旅行保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","JAFセゾンカード","<ENTER_ISSUER>","JAF・ETCカードの利用でポイントが通常の2倍貯まるセゾンカードです。","0.50%～1.00%","","1.739068473553E12"
"","
                    カード名: JQ CARD エポス
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: 定期券付きSUGOCAへのオートチャージができます、JR博多シティ、アミュプラザ各店で割引サービスが受けられます、海外旅行傷害保険が利用付帯となります
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","JQ CARD エポス","<ENTER_ISSUER>","JRキューポが貯まるエポスカードです。","0.50%","","1.739068473554E12"
"","
                    カード名: ゲゲゲの鬼太郎カードJCB
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","ゲゲゲの鬼太郎カードJCB","<ENTER_ISSUER>","新規のお申し込み受付を終了したカードです","0.50%～1.00%","","1.739068473554E12"
"","
                    カード名: S STACIA カード
                    年会費: 無料
                    ポイント還元率: 1.00%～3.00%
                    特徴: Sポイントが貯まる、PiTaPaが申込み可能、年会費無料
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","S STACIA カード","<ENTER_ISSUER>","年会費永年無料、国内利用でSポイントが1％還元されるカードです。","1.00%～3.00%","","1.739068473555E12"
"","
                    カード名: みずほマイレージクラブカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 年会費永久無料。みずほ銀行のキャッシュカードにクレジットカード機能をプラス、国内外パッケージツアーの割引やイープラス特典。UCカードならではの特典も充実、ポイントの有効期限がない「永久不滅ポイント」が貯まる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","みずほマイレージクラブカード","<ENTER_ISSUER>","みずほ銀行やイオン銀行のATM手数料が無料になるUCカードです。","0.50%～1.00%","","1.739068473555E12"
"","
                    カード名: JP BANK カード Alente
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.50%
                    特徴: キャッシュカードとクレジットカードの一体型、入会後3ヵ月間はポイント3倍、年間1回の利用で翌年度の年会費が無料
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","JP BANK カード Alente","<ENTER_ISSUER>","入会後3ヵ月間はポイント3倍、若者向けゆうちょ銀行のクレジットカードです。","0.50%～1.50%","","1.739068476873E12"
"","
                    カード名: 楽天ANAマイレージクラブカード
                    年会費: 550円（初年度無料）
                    ポイント還元率: 1.00%～3.00%
                    特徴: 選べるふたつのコースでANAマイル&楽天ポイントが貯まる、楽天市場で楽天ポイントが貯まる、ANAマイレージクラブと楽天の機能がひとつに搭載
                    ","<ENTER_AFFILIATE_LINK>","550円（初年度無料）","Standard","楽天ANAマイレージクラブカード","<ENTER_ISSUER>","年1回の利用で年会費無料。ANAマイルも貯められる楽天カードです。","1.00%～3.00%","","1.739068476878E12"
"","
                    カード名: e-kenet Visaカード
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","2,200円（初年度無料）","Standard","e-kenet Visaカード","<ENTER_ISSUER>","2024年12月8日に新規のお申し込み受付を終了したカードです。","0.50%","","1.739068476879E12"
"","
                    カード名: 住友不動産 ショッピングシティイオンカード
                    年会費: 無料
                    ポイント還元率: 0.50%
                    特徴: 有明ガーデンの限定特典、2つのポイントが貯まる、電子マネーWAON一体型
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","住友不動産 ショッピングシティイオンカード","<ENTER_ISSUER>","有明ガーデンで優待が受けられるカードです。","0.50%","","1.73906847688E12"
"","
                    カード名: DCカード Jizile（ジザイル）
                    年会費: 無料
                    ポイント還元率: 1.20%
                    特徴: いつでもどこでもポイント3倍、支払い金額を自由に決められます、全国120万施設を特別価格で利用できます
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","DCカード Jizile（ジザイル）","<ENTER_ISSUER>","いつでもどこでもポイント3倍。リボ払い専用の三菱UFJニコスカードです。","1.20%","","1.73906847688E12"
"","
                    カード名: ベイシア B CARD
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%～1.20%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","ベイシア B CARD","<ENTER_ISSUER>","2023年1月31日に新規のお申し込み受付を終了したカードです。","1.00%～1.20%","","1.739068476881E12"
"","
                    カード名: UCカード(一般カード)
                    年会費: 1,375円
                    ポイント還元率: 0.50%～0.60%
                    特徴: UCポイントが貯まる、国内外の旅行代金割引＆旅行に役立つサービス各種が充実。人気チケットの先行予約や優待割引も、インターネット上での利用の際の万が一に。安心のオンライン・プロテクション
                    ","<ENTER_AFFILIATE_LINK>","1,375円","Standard","UCカード(一般カード)","<ENTER_ISSUER>","UCポイントが貯まる、UCカードのスタンダードカードです。","0.50%～0.60%","","1.739068476881E12"
"","
                    カード名: 九州カード VISAクラシックカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 「パルテノン神殿」がデザインされた九州カードオリジナルカード、Visaタッチ決済・iD決済に対応、初年度年会費は無料、年間100万円まで補償の「お買物安心保険」つき、海外旅行傷害保険は最高2,000万円まで補償
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","九州カード VISAクラシックカード","<ENTER_ISSUER>","九州カードオリジナルのVISAカードです。","0.50%～1.00%","","1.739068476882E12"
"","
                    カード名: JCB一般カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～10.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","JCB一般カード","<ENTER_ISSUER>","2024年1月31日に新規のお申込み受付を終了したカードです。","0.50%～10.00%","","1.739068476882E12"
"","
                    カード名: SoftBankカード
                    年会費: 無料
                    ポイント還元率: 1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","SoftBankカード","<ENTER_ISSUER>","2015年2月28日に新規のお申し込み受付を終了したカードです。","1.00%","","1.739068476883E12"
"","
                    カード名: ヒルズカードMastercard(R)
                    年会費: 無料
                    ポイント還元率: 1.00%～2.00%
                    特徴: ヒルズポイントとクレジットポイントが貯まる、豪華な特典がついたステージプログラム、駐車料金最大2時間サービス
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ヒルズカードMastercard(R)","<ENTER_ISSUER>","対象施設の利用でヒルズポイントとクレジットポイントが貯まるカードです。","1.00%～2.00%","","1.739068476883E12"
"","
                    カード名: 東横INN VISAカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～20.00%
                    特徴: 東横INNの各店舗でポイントが2倍になる、1万円分の東横INN商品券に交換できる、年間最大100万円のお買物安心保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","東横INN VISAカード","<ENTER_ISSUER>","東横INNの利用でワールドポイントが2倍貯まるカードです。","0.50%～20.00%","","1.739068476884E12"
"","
                    カード名: 駿河屋エポスカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 2,000円相当のポイントまたはクーポンがもらえる、カード申込みですぐに買い物ができる、最大30倍のエポスポイントが貯まる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","駿河屋エポスカード","<ENTER_ISSUER>","駿河屋の店舗やオンラインショップでポイントが2倍貯まるカードです。","0.50%～1.00%","","1.739068476884E12"
"","
                    カード名: セディナカード Jiyu!da!
                    年会費: 無料
                    ポイント還元率: 0.50%～1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","セディナカード Jiyu!da!","<ENTER_ISSUER>","2024年1月25日に新規のお申し込み受付を終了したカードです。","0.50%～1.50%","","1.739068476885E12"
"","
                    カード名: デルタ スカイマイルJCBカード テイクオフカード
                    年会費: 2,750円（初年度無料）
                    ポイント還元率: 1.00%
                    特徴: フライトで貯める。デルタスカイマイルは特典航空券と交換できます、ショッピングで貯める。100円につき1マイル、WEB明細サービス「MyJチェック」で簡単に明細が確認できる
                    ","<ENTER_AFFILIATE_LINK>","2,750円（初年度無料）","Standard","デルタ スカイマイルJCBカード テイクオフカード","<ENTER_ISSUER>","初年度年会費無料。JCBとデルタ航空の提携クレジットカードです。","1.00%","","1.739068476885E12"
"","
                    カード名: 三菱UFJカード・アメリカン・エキスプレス(R)・カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.40%～5.50%
                    特徴: 使うほど貯まる、グローバルポイント、ポイントが加算されるグローバルPLUS、入会3ヶ月ポイント3倍
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","三菱UFJカード・アメリカン・エキスプレス(R)・カード","<ENTER_ISSUER>","アメックスのサービスが利用できる三菱UFJカードです。","0.40%～5.50%","","1.739068476886E12"
"","
                    カード名: 鈴鹿サーキットファンクラブカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 2.00%～4.00%
                    特徴: 貯まったポイントをオリジナルグッズに交換できる、「Apple Pay」にカードを登録できる、MUFGカードの各種サービスを利用可能
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","鈴鹿サーキットファンクラブカード","<ENTER_ISSUER>","鈴鹿サーキットでポイントが貯まりやすく、園内の特典と交換できるカードです。","2.00%～4.00%","","1.739068476886E12"
"","
                    カード名: SMBC JCB CARD クラシック
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.50%～1.50%
                    特徴: イオンやダイエーなどでポイントがアップ、国内・海外旅行傷害保険が充実、電子決済サービスの追加が可能
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","SMBC JCB CARD クラシック","<ENTER_ISSUER>","全国のイオンやダイエーなどでわくわくポイントが3倍貯まるカードです。","0.50%～1.50%","","1.739068476887E12"
"","
                    カード名: マツキヨココカラメンバーズクレジットカード
                    年会費: 無料
                    ポイント還元率: 1.00%
                    特徴: カードの利用でポイントがダブルで貯まる、特定化粧品の購入で10％割引、新規入会で1,000円分の商品券がもらえる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","マツキヨココカラメンバーズクレジットカード","<ENTER_ISSUER>","マツモトキヨシとココカラファインの利用でポイントがダブルで貯まるカードです。","1.00%","","1.739068476887E12"
"","
                    カード名: ANA JCB CARD FIRST
                    年会費: 無料
                    ポイント還元率: 1.00%～2.00%
                    特徴: 29歳までの限定入会で年会費5年間無料、ANAマイルとOki Dokiポイントが貯まる、ボーナスマイルが貯まる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ANA JCB CARD FIRST","<ENTER_ISSUER>","29歳以下限定で年会費無料、マイル移行還元率が1％のANA JCBカードです。","1.00%～2.00%","","1.739068476888E12"
"","
                    カード名: NICOS一般カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.40%～0.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","NICOS一般カード","<ENTER_ISSUER>","2021年3月に新規のお申し込み受付を終了したカードです。","0.40%～0.50%","","1.73906848136E12"
"","
                    カード名: JRA DC CARD（一般カード）
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: 競馬場指定席の事前予約と先行抽選に応募できる、「JRAカードポイント」は競馬グッズに交換できる、名馬含む11種類のデザインから選べる
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","JRA DC CARD（一般カード）","<ENTER_ISSUER>","JRAカードポイントが貯まり競馬場指定席のネット予約もできるカードです。","0.50%","","1.739068481362E12"
"","
                    カード名: 横浜インビテーションカード
                    年会費: 無料
                    ポイント還元率: 0.50%
                    特徴: 会員限定の「J'sコンシェル」を利用すれば、全国23万店で優待サービスを受けられる、海外旅行保険が利用付帯＆さらに安心をプラスする「ジャックス・トラベルデスク」、ステージアップを狙えるラブリィポイント、使えば使うほどポイントを獲得できる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","横浜インビテーションカード","<ENTER_ISSUER>","美しい横浜の夜景が券面にデザインされたジャックスカードです。","0.50%","","1.739068481363E12"
"","
                    カード名: サンドラッグクレジットポイントカード
                    年会費: 無料
                    ポイント還元率: 0.50%
                    特徴: 3つのポイントが貯まる、ジャックスアシスタンスサービスも利用可能、ライフサポートサービスを利用可能
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","サンドラッグクレジットポイントカード","<ENTER_ISSUER>","3種類のポイントが貯まるサンドラッグ提携のジャックスカードです。","0.50%","","1.739068481364E12"
"","
                    カード名: 九州VISAバーチャルカード
                    年会費: 330円
                    ポイント還元率: 0.50%～1.00%
                    特徴: インターネット決済専用カード、年会費が330円と安い、利用限度額が10万円と低額で、使いすぎを防げて安心、メールで引き落とし金額が通知
                    ","<ENTER_AFFILIATE_LINK>","330円","Standard","九州VISAバーチャルカード","<ENTER_ISSUER>","最高100万円の補償サービス付きインターネット決済専用カードです。","0.50%～1.00%","","1.739068481365E12"
"","
                    カード名: 福岡銀行 アレコレカード（クラシック・一般）VISA/MasterCard(R)
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 福岡銀行での取引実績に応じてATM手数料が優遇、貯めたポイントは各種ポイントや福岡銀行「myCoin」に移行可能、福岡銀行VISAカードの各種サービスを利用可能
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","福岡銀行 アレコレカード（クラシック・一般）VISA/MasterCard(R)","<ENTER_ISSUER>","福岡銀行のキャッシュカード・ローンカード機能が付いたカードです。","0.50%～1.00%","","1.739068481366E12"
"","
                    カード名: 三井住友カードVISA(SMBC)
                    年会費: 1,375円
                    ポイント還元率: 0.50%～7.00%
                    特徴: 「iD」一体型カードでスピーディーに支払い可能、ライフスタイルに合わせて選択できる「選べる無料保険」、ポイントアップ対象店が豊富
                    ","<ENTER_AFFILIATE_LINK>","1,375円","Standard","三井住友カードVISA(SMBC)","<ENTER_ISSUER>","付帯保険が自由に選べるカードです。","0.50%～7.00%","","1.739068481367E12"
